districts,provinces,years,rows,avg_asthma_live_discharges,max_asthma_live_discharges,min_asthma_live_discharges,avg_bronchitis_live_discharges,max_bronchitis_live_discharges,min_bronchitis_live_discharges,avg_asthma_deaths,max_asthma_deaths,min_asthma_deaths,avg_bronchitis_deaths,max_bronchitis_deaths,min_bronchitis_deaths,avg_asthma_cfr,max_asthma_cfr,min_asthma_cfr,avg_bronchitis_cfr,max_bronchitis_cfr,min_bronchitis_cfr
25,9,2014-2024,3300,5901.8436363636365,21079.0,3.0,1374.6036363636363,6486.0,1.0,20.003636363636364,112.0,0.0,44.86545454545455,210.0,0.0,12.962618181818181,960.0,0.0,234.00989090909087,8400.0,0.0
