month,asthma_live_discharges,bronchitis_live_discharges,asthma_deaths,bronchitis_deaths,asthma_cfr,bronchitis_cfr
January,3135.2727272727275,884.6363636363636,8.272727272727273,34.18181818181818,0.25545454545454543,3.8963636363636365
February,3135.2727272727275,884.6363636363636,8.272727272727273,34.18181818181818,0.25545454545454543,3.8963636363636365
March,3135.2727272727275,884.6363636363636,8.272727272727273,34.18181818181818,0.25545454545454543,3.8963636363636365
April,3135.2727272727275,884.6363636363636,8.272727272727273,34.18181818181818,0.25545454545454543,3.8963636363636365
May,3135.2727272727275,884.6363636363636,8.272727272727273,34.18181818181818,0.25545454545454543,3.8963636363636365
June,3135.2727272727275,884.6363636363636,8.272727272727273,34.18181818181818,0.25545454545454543,3.8963636363636365
July,3135.2727272727275,884.6363636363636,8.272727272727273,34.18181818181818,0.25545454545454543,3.8963636363636365
August,3135.2727272727275,884.6363636363636,8.272727272727273,34.18181818181818,0.25545454545454543,3.8963636363636365
September,3135.2727272727275,884.6363636363636,8.272727272727273,34.18181818181818,0.25545454545454543,3.8963636363636365
October,3135.2727272727275,884.6363636363636,8.272727272727273,34.18181818181818,0.25545454545454543,3.8963636363636365
November,3135.2727272727275,884.6363636363636,8.272727272727273,34.18181818181818,0.25545454545454543,3.8963636363636365
December,3135.2727272727275,884.6363636363636,8.272727272727273,34.18181818181818,0.25545454545454543,3.8963636363636365
