district,province,records,years,avg_asthma_live_discharges,avg_bronchitis_live_discharges,avg_asthma_deaths,avg_bronchitis_deaths,avg_asthma_cfr,avg_bronchitis_cfr
Polonnaruwa,North Central,132,2014-2024,3135.2727272727275,884.6363636363636,8.272727272727273,34.18181818181818,0.25545454545454543,3.896363636363636
