month,pm2.5_ug_m3,frp_total,vim,asthma_live_discharges,bronchitis_live_discharges,no2_ug_m3
January,12.935872361363636,40.42272727272728,0.7780909090909092,5417.545454545455,1090.4545454545455,9.36699080809091
February,14.373482401818181,86.83636363636364,0.7519318181818182,5417.545454545455,1090.4545454545455,8.416610338545455
March,15.69214558,162.56181818181818,0.7149318181818182,5417.545454545455,1090.4545454545455,9.736080103727273
April,13.48170973218182,64.24727272727273,0.7261515152727273,5417.545454545455,1090.4545454545455,10.47307904890909
May,14.690517115454547,55.97090909090909,0.7475681818181819,5417.545454545455,1090.4545454545455,7.881791908181818
June,14.662150610909093,314.88272727272727,0.724909090909091,5417.545454545455,1090.4545454545455,5.997623006727273
July,16.328182955454544,863.03,0.679219697,5417.545454545455,1090.4545454545455,5.887187583181818
August,14.54503958181818,1451.4263636363637,0.6686590909090909,5417.545454545455,1090.4545454545455,6.261299821363636
September,12.11267374781818,1081.7554545454545,0.6710227272727273,5417.545454545455,1090.4545454545455,6.933650275545455
October,10.851239295000001,201.59181818181816,0.7026590908181819,5417.545454545455,1090.4545454545455,9.872357762727274
November,12.189919887272726,11.085454545454546,0.7491590909090909,5417.545454545455,1090.4545454545455,11.104764682
December,11.700135406090908,15.87,0.7862272727272728,5417.545454545455,1090.4545454545455,10.271538304090909
