year,January,February,March,April,May,June,July,August,September,October,November,December
2014,0.7855,0.75375,0.69725,0.7,0.75525,0.68575,0.58725,0.58625,0.58575,0.692666667,0.72725,0.79025
2015,0.784,0.75075,0.723,0.746666667,0.7445,0.736,0.694,0.69075,0.7035,0.764666667,0.7695,0.80875
2016,0.792,0.736,0.7095,0.72925,0.764,0.7345,0.6725,0.66775,0.6035,0.6455,0.717,0.78325
2017,0.77925,0.76625,0.74975,0.751666667,0.743,0.7255,0.6675,0.6725,0.69475,0.714333333,0.72275,0.7855
2018,0.77875,0.74375,0.733,0.738666667,0.755,0.7355,0.661,0.6315,0.634,0.755333333,0.77475,0.79575
2019,0.775,0.7395,0.71225,0.721,0.72975,0.68975,0.64475,0.6325,0.68875,0.598333333,0.76275,0.76925
2020,0.78075,0.7485,0.67775,0.7055,0.755,0.752,0.741,0.7015,0.69275,0.67525,0.725,0.7835
2021,0.74675,0.76925,0.72275,0.734,0.7605,0.73675,0.71925,0.696,0.6665,0.738333333,0.77725,0.786
2022,0.77375,0.755,0.7125,0.727,0.74075,0.69425,0.668666667,0.73925,0.7135,0.736,0.7365,0.779
2023,0.773,0.7555,0.70925,0.717666667,0.7355,0.7355,0.6995,0.6235,0.714,0.738333333,0.775,0.78225
2024,0.79025,0.753,0.71725,0.71625,0.74,0.7485,0.716,0.71375,0.68425,0.6705,0.753,0.785
