district,province,records,years,avg_area_ha,avg_pm2.5_ug_m3,avg_frp_total,avg_vim,avg_tc_loss_ha,avg_asthma_live_discharges,avg_bronchitis_live_discharges
Monaragala,Uva,132,2014-2024,575856.0,13.63025572293182,362.47340909090906,0.7250441919242423,566.2727272727273,5417.545454545455,1090.4545454545455
