year,January,February,March,April,May,June,July,August,September,October,November,December
2014,43.45,175.98,118.86,30.5,22.5,1180.34,1774.12,1993.9,1224.08,83.44,18.9,0.0
2015,4.42,41.81,54.8,3.61,14.48,123.95,654.63,1579.54,676.08,68.71,11.05,0.0
2016,29.56,68.73,226.46,58.76,64.64,281.2,1148.29,3391.89,2050.2,764.04,7.83,25.39
2017,94.19,87.88,53.73,89.66,29.58,494.39,1056.49,1612.02,773.06,233.57,4.94,2.87
2018,56.09,68.7,14.42,3.68,0.0,113.15,651.05,1360.98,1887.04,38.47,17.21,3.18
2019,63.11,78.18,347.34,161.61,267.64,454.15,954.5,684.49,614.27,34.41,5.34,0.0
2020,109.98,133.54,339.62,216.17,54.92,66.62,262.11,1574.65,124.7,744.93,7.78,84.0
2021,0.0,73.93,57.4,4.38,3.04,104.8,375.34,874.95,1280.44,105.89,3.06,40.5
2022,22.96,105.46,221.6,33.41,107.14,369.85,584.92,252.28,1394.95,110.15,45.83,8.2
2023,17.21,85.76,80.29,48.27,18.26,230.46,1836.49,2409.5,430.87,6.18,0.0,0.0
2024,3.68,35.23,273.66,56.67,33.48,44.8,195.39,231.49,1443.62,27.72,0.0,10.43
