district,target,feature,correlation,abs_correlation
Ampara,asthma_cfr,male_population_1k,-0.4603742158465757,0.4603742158465757
Ampara,asthma_cfr,total_population_1k,-0.45910208328723107,0.45910208328723107
Ampara,asthma_cfr,female_population_1k,-0.45780953443356126,0.45780953443356126
Ampara,asthma_cfr,no2_ug_m3,-0.3226428181334577,0.3226428181334577
Ampara,asthma_cfr,frp_mean,0.14976565104228268,0.14976565104228268
Ampara,asthma_cfr,pm2.5_ug_m3,-0.13487264693549328,0.13487264693549328
Ampara,asthma_cfr,frp_total,0.09574227536397525,0.09574227536397525
Ampara,asthma_cfr,brightness,0.07327615219523798,0.07327615219523798
Ampara,asthma_cfr,bright_t31,0.06708859923278668,0.06708859923278668
Ampara,asthma_cfr,tc_loss_ha,0.0585296704070014,0.0585296704070014
Ampara,asthma_deaths,female_population_1k,-0.4807227492819552,0.4807227492819552
Ampara,asthma_deaths,total_population_1k,-0.47952367872252954,0.47952367872252954
Ampara,asthma_deaths,male_population_1k,-0.47816955420740204,0.47816955420740204
Ampara,asthma_deaths,no2_ug_m3,-0.3192756744234724,0.3192756744234724
Ampara,asthma_deaths,frp_total,0.08474862955410985,0.08474862955410985
Ampara,asthma_deaths,tc_loss_ha,0.058324192947788026,0.058324192947788026
Ampara,asthma_deaths,pm2.5_ug_m3,-0.0552681103813095,0.0552681103813095
Ampara,asthma_deaths,vim_anomaly,-0.032323958378357644,0.032323958378357644
Ampara,asthma_deaths,bright_t31,-0.028451232400663985,0.028451232400663985
Ampara,asthma_deaths,carbon_gross_emissions_yearly,0.024842607937247664,0.024842607937247664
Ampara,asthma_live_discharges,brightness,-0.12889803653651657,0.12889803653651657
Ampara,asthma_live_discharges,bright_t31,-0.12770954259362377,0.12770954259362377
Ampara,asthma_live_discharges,frp_mean,-0.12322372495230637,0.12322372495230637
Ampara,asthma_live_discharges,pm2.5_ug_m3,0.0683583806347228,0.0683583806347228
Ampara,asthma_live_discharges,vim_anomaly,-0.047403637180290545,0.047403637180290545
Ampara,asthma_live_discharges,tc_loss_ha,0.04316435340766714,0.04316435340766714
Ampara,asthma_live_discharges,vim,-0.034499031181549934,0.034499031181549934
Ampara,asthma_live_discharges,carbon_gross_emissions_yearly,0.031848422764936615,0.031848422764936615
Ampara,asthma_live_discharges,so2_ug_m3,-0.02758552343421973,0.02758552343421973
Ampara,asthma_live_discharges,no2_ug_m3,0.01607962912030158,0.01607962912030158
Ampara,bronchitis_cfr,carbon_gross_emissions_yearly,0.37320289916196137,0.37320289916196137
Ampara,bronchitis_cfr,tc_loss_ha,0.36295243949739164,0.36295243949739164
Ampara,bronchitis_cfr,vim_anomaly,0.20457175254333665,0.20457175254333665
Ampara,bronchitis_cfr,pm2.5_ug_m3,0.13701022232395396,0.13701022232395396
Ampara,bronchitis_cfr,vim,0.12618683325441837,0.12618683325441837
Ampara,bronchitis_cfr,frp_total,-0.10895097463061956,0.10895097463061956
Ampara,bronchitis_cfr,bright_t31,0.08683618594965864,0.08683618594965864
Ampara,bronchitis_cfr,brightness,0.0826134583600975,0.0826134583600975
Ampara,bronchitis_cfr,no2_ug_m3,0.07811414373990816,0.07811414373990816
Ampara,bronchitis_cfr,frp_mean,-0.060792769388581865,0.060792769388581865
Ampara,bronchitis_deaths,tc_loss_ha,0.32750599929798513,0.32750599929798513
Ampara,bronchitis_deaths,carbon_gross_emissions_yearly,0.2967233136982146,0.2967233136982146
Ampara,bronchitis_deaths,pm2.5_ug_m3,0.12489665862620039,0.12489665862620039
Ampara,bronchitis_deaths,female_population_1k,-0.10333751446337416,0.10333751446337416
Ampara,bronchitis_deaths,vim_anomaly,0.10215775833036599,0.10215775833036599
Ampara,bronchitis_deaths,total_population_1k,-0.09411449899443726,0.09411449899443726
Ampara,bronchitis_deaths,male_population_1k,-0.08438954748610707,0.08438954748610707
Ampara,bronchitis_deaths,frp_mean,-0.0713035207549346,0.0713035207549346
Ampara,bronchitis_deaths,frp_total,-0.07031387076815865,0.07031387076815865
Ampara,bronchitis_deaths,vim,0.0588146101907645,0.0588146101907645
Ampara,bronchitis_live_discharges,female_population_1k,-0.14191072206784014,0.14191072206784014
Ampara,bronchitis_live_discharges,total_population_1k,-0.13624095443157117,0.13624095443157117
Ampara,bronchitis_live_discharges,male_population_1k,-0.13024756292864903,0.13024756292864903
Ampara,bronchitis_live_discharges,carbon_gross_emissions_yearly,-0.10318107746592246,0.10318107746592246
Ampara,bronchitis_live_discharges,frp_mean,-0.09819461447200961,0.09819461447200961
Ampara,bronchitis_live_discharges,brightness,-0.0928781082862605,0.0928781082862605
Ampara,bronchitis_live_discharges,bright_t31,-0.0899348091071746,0.0899348091071746
Ampara,bronchitis_live_discharges,vim_anomaly,-0.07552723987889405,0.07552723987889405
Ampara,bronchitis_live_discharges,vim,-0.054792121742962704,0.054792121742962704
Ampara,bronchitis_live_discharges,no2_ug_m3,-0.05125907249280722,0.05125907249280722
