metric,district_value,national_avg,difference
pm2.5_ug_m3,14.899688858492425,16.509129603420604,-1.609440744928179
frp_total,72.63772727272728,120.27140909090907,-47.6336818181818
tc_loss_ha,505.90909090909093,473.34545454545446,32.563636363636476
vim,0.7400744949545455,0.6777352525257576,0.062339242428787855
asthma_live_discharges,3144.7272727272725,5901.8436363636365,-2757.116363636364
