month,pm2.5_ug_m3,frp_total,vim,asthma_live_discharges,bronchitis_live_discharges,no2_ug_m3
January,12.895881765272726,3.730909090909091,0.793,3144.7272727272725,1890.4545454545455,10.572022942636364
February,13.901821107272726,11.235454545454546,0.7722272727272728,3144.7272727272725,1890.4545454545455,10.189918419818182
March,16.59059875909091,71.47636363636364,0.7317045454545454,3144.7272727272725,1890.4545454545455,12.424633122545456
April,15.486062775454544,28.25909090909091,0.7271060606363636,3144.7272727272725,1890.4545454545455,13.399724648181818
May,17.206243403636364,22.223636363636363,0.7303636363636364,3144.7272727272725,1890.4545454545455,9.987170631090908
June,16.892513786363637,57.96818181818182,0.73875,3144.7272727272725,1890.4545454545455,7.373811587727272
July,17.807221653636365,128.32090909090908,0.7114924242727273,3144.7272727272725,1890.4545454545455,7.168667525454546
August,15.952259926363636,202.70545454545453,0.6942499999999999,3144.7272727272725,1890.4545454545455,7.619995024090909
September,13.584698820272727,222.65818181818184,0.7106818181818182,3144.7272727272725,1890.4545454545455,8.953612304545455
October,12.364418131909092,118.69545454545455,0.7390151515454545,3144.7272727272725,1890.4545454545455,12.199727953636364
November,13.891137170909092,3.808181818181818,0.7548257575454546,3144.7272727272725,1890.4545454545455,13.134593282727273
December,12.223409001727275,0.5709090909090909,0.7774772727272729,3144.7272727272725,1890.4545454545455,11.665083417909091
