month,asthma_live_discharges,bronchitis_live_discharges,asthma_deaths,bronchitis_deaths,asthma_cfr,bronchitis_cfr
January,4868.818181818182,1610.5454545454545,34.27272727272727,54.54545454545455,0.7390909090909091,357.4290909090909
February,4868.818181818182,1610.5454545454545,34.27272727272727,54.54545454545455,0.7390909090909091,357.4290909090909
March,4868.818181818182,1610.5454545454545,34.27272727272727,54.54545454545455,0.7390909090909091,357.4290909090909
April,4868.818181818182,1610.5454545454545,34.27272727272727,54.54545454545455,0.7390909090909091,357.4290909090909
May,4868.818181818182,1610.5454545454545,34.27272727272727,54.54545454545455,0.7390909090909091,357.4290909090909
June,4868.818181818182,1610.5454545454545,34.27272727272727,54.54545454545455,0.7390909090909091,357.4290909090909
July,4868.818181818182,1610.5454545454545,34.27272727272727,54.54545454545455,0.7390909090909091,357.4290909090909
August,4868.818181818182,1610.5454545454545,34.27272727272727,54.54545454545455,0.7390909090909091,357.4290909090909
September,4868.818181818182,1610.5454545454545,34.27272727272727,54.54545454545455,0.7390909090909091,357.4290909090909
October,4868.818181818182,1610.5454545454545,34.27272727272727,54.54545454545455,0.7390909090909091,357.4290909090909
November,4868.818181818182,1610.5454545454545,34.27272727272727,54.54545454545455,0.7390909090909091,357.4290909090909
December,4868.818181818182,1610.5454545454545,34.27272727272727,54.54545454545455,0.7390909090909091,357.4290909090909
