district,province,records,years,avg_asthma_live_discharges,avg_bronchitis_live_discharges,avg_asthma_deaths,avg_bronchitis_deaths,avg_asthma_cfr,avg_bronchitis_cfr
Kegalle,Sabaragamuwa,132,2014-2024,4868.818181818182,1610.5454545454545,34.27272727272727,54.54545454545455,0.7390909090909091,357.429090909091
