month,pm2.5_ug_m3,frp_total,vim,asthma_live_discharges,bronchitis_live_discharges,no2_ug_m3
January,17.90823819818182,6.590909090909091,0.6112954545454545,1178.7272727272727,369.6363636363636,0.8637264728181818
February,18.720759421818183,45.39545454545455,0.5371363636363636,1178.7272727272727,369.6363636363636,0.8951939943636364
March,20.953640916363636,102.51818181818182,0.50025,1178.7272727272727,369.6363636363636,1.352882146727273
April,18.228431826363636,182.7290909090909,0.4977348484545454,1178.7272727272727,369.6363636363636,1.795481163
May,24.77965288727273,43.61454545454546,0.5406439393636364,1178.7272727272727,369.6363636363636,1.7255070456363635
June,24.190419804545456,41.39090909090909,0.5273181818181818,1178.7272727272727,369.6363636363636,1.6797575625454544
July,23.186285924545455,65.62454545454545,0.5082121211818182,1178.7272727272727,369.6363636363636,1.8593348904545453
August,21.70573411818182,194.14,0.4840454545454546,1178.7272727272727,369.6363636363636,1.8403529891818182
September,19.227268920909093,115.02363636363636,0.4780454545454545,1178.7272727272727,369.6363636363636,1.781558166181818
October,16.734259137,22.906363636363636,0.48528030309090914,1178.7272727272727,369.6363636363636,1.794397813909091
November,21.329461931,2.0672727272727274,0.5613939393636364,1178.7272727272727,369.6363636363636,1.4870479109090908
December,19.958858770000003,2.1872727272727275,0.6313409090909091,1178.7272727272727,369.6363636363636,1.1670124534545456
