district,province,records,years,avg_area_ha,avg_pm2.5_ug_m3,avg_frp_total,avg_vim,avg_tc_loss_ha,avg_asthma_live_discharges,avg_bronchitis_live_discharges
Kilinochchi,Northern,132,2014-2024,130099.0,20.57691765468182,68.68234848484849,0.5302247474696969,113.18181818181819,1178.7272727272727,369.6363636363636
