,asthma_live_discharges,bronchitis_live_discharges,asthma_deaths,bronchitis_deaths,asthma_cfr,bronchitis_cfr,pm2.5_ug_m3,no2_ug_m3,so2_ug_m3,frp_total,frp_mean,brightness,bright_t31,tc_loss_ha,carbon_gross_emissions_yearly,vim,vim_anomaly,vim_climatology,total_population_1k,male_population_1k,female_population_1k
asthma_live_discharges,1.0,0.1633695407887773,0.6064341380202695,0.38003645051293033,-0.0005898660373999016,0.09015363437913226,-0.06667887190511947,-0.1495865671593155,-0.027232935611112848,0.10574582493557824,-0.022715041572332742,-0.02979098782324693,-0.03024194351759707,-0.05062126560540811,-0.09070975988219075,-0.045211406282487376,-0.06861353926968045,-0.004287424442904978,-0.8311185453465071,-0.8353095838353717,-0.8266202178804748
bronchitis_live_discharges,0.1633695407887773,1.0,0.35842970401587376,0.8197269229263421,0.30455868781352896,-0.7420969871329517,-0.003503500677249999,0.17071128432332147,0.011848790988817092,-0.07718489650538823,-0.06669813100785912,-0.07271686141728542,-0.07086956631270669,-0.46999043671398755,-0.3906293382273856,-0.09371809193335488,-0.14722621676107173,-0.007235587897304152,0.2963655651033835,0.2946134514399109,0.29783570071745696
asthma_deaths,0.6064341380202695,0.35842970401587376,1.0,0.22908697624651433,0.7832461074375551,-0.4124543292504782,0.02503122942205149,-0.04872403271955496,-0.0014565849127460768,0.03238987261926671,-0.010516737887102515,-0.036829097085151405,-0.03487478846300268,-0.6280862431716555,-0.6445568416498715,-0.005534476869371626,0.01002040075765924,-0.01338360215698927,-0.45957065980554923,-0.4640178575568809,-0.4550666409501177
bronchitis_deaths,0.38003645051293033,0.8197269229263421,0.22908697624651433,1.0,0.031174024032435667,-0.3486045487738575,0.057023302762102,0.13658329035103112,0.04157942524785496,-0.06233039010009082,-0.08115568176968511,-0.04639331536614736,-0.045067749928681546,-0.23766302648700552,-0.17078861962812497,-0.09108478865125347,-0.14883705833977842,-0.003734474681495724,0.13078253336500342,0.12727158880723183,0.13402366143669353
asthma_cfr,-0.0005898660373999016,0.30455868781352896,0.7832461074375551,0.031174024032435667,1.0,-0.553989107582689,0.08989086265655295,0.05833100460676685,0.02805611564289423,-0.05623299583325241,-0.0048875569326131685,-0.02386327027240251,-0.020689222786143196,-0.7471672699789668,-0.7298002736149328,0.03788838103926336,0.08411444739143846,-0.01499885288576849,0.06857236143985176,0.06631555099342634,0.07066561313857829
bronchitis_cfr,0.09015363437913226,-0.7420969871329517,-0.4124543292504782,-0.3486045487738575,-0.553989107582689,1.0,0.06837119475908969,-0.1398085778361149,0.020014953367915034,0.10886131536685852,0.020602707358666067,0.06402850662631682,0.06036273641658938,0.6886705774696594,0.6606061552016447,0.016961053070298878,0.012384652706354521,0.01090062253102316,-0.28893982330991036,-0.28268991833746576,-0.2946736382851987
pm2.5_ug_m3,-0.06667887190511947,-0.003503500677249999,0.02503122942205149,0.057023302762102,0.08989086265655295,0.06837119475908969,1.0,-0.28358415464347914,0.3759328825662514,0.08792928802058775,0.1698432144018979,0.1930381119313429,0.19161983542678573,0.06021967251404785,0.05882958251090448,-0.306830365969379,-0.21509561951437045,-0.20077315912721316,0.08466911703533607,0.08849593963890355,0.08099153263623389
no2_ug_m3,-0.1495865671593155,0.17071128432332147,-0.04872403271955496,0.13658329035103112,0.05833100460676685,-0.1398085778361149,-0.28358415464347914,1.0,-0.21835034139687565,-0.30200793958807415,-0.25056624151254114,-0.16080049688064807,-0.15398626377581676,-0.11717674739689697,-0.09592430083028794,0.05192100577914049,0.07144074149283164,0.011345448713939736,0.25864997551417424,0.25689658501795143,0.2601453641794671
so2_ug_m3,-0.027232935611112848,0.011848790988817092,-0.0014565849127460768,0.04157942524785496,0.02805611564289423,0.020014953367915034,0.3759328825662514,-0.21835034139687565,1.0,0.4198662159851974,0.48848987394901694,0.31550789312109645,0.2951753628522968,0.0039537259240021855,0.00986332256551044,-0.5121579277047009,0.14136645759900027,-0.6646039083783037,0.04130746844840055,0.0422060526207313,0.04043026785724076
frp_total,0.10574582493557824,-0.07718489650538823,0.03238987261926671,-0.06233039010009082,-0.05623299583325241,0.10886131536685852,0.08792928802058775,-0.30200793958807415,0.4198662159851974,1.0,0.4372805305582967,0.22647100507772697,0.2177030023136089,0.11057418867385121,0.0936869185256385,-0.5928568128256948,-0.3032299035437543,-0.4596658223901358,-0.15040375210652043,-0.1478231149000856,-0.1527514661780373
