year,January,February,March,April,May,June,July,August,September,October,November,December
2014,8796.0,8796.0,8796.0,8796.0,8796.0,8796.0,8796.0,8796.0,8796.0,8796.0,8796.0,8796.0
2015,8019.0,8019.0,8019.0,8019.0,8019.0,8019.0,8019.0,8019.0,8019.0,8019.0,8019.0,8019.0
2016,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
2017,7803.0,7803.0,7803.0,7803.0,7803.0,7803.0,7803.0,7803.0,7803.0,7803.0,7803.0,7803.0
2018,8209.0,8209.0,8209.0,8209.0,8209.0,8209.0,8209.0,8209.0,8209.0,8209.0,8209.0,8209.0
2019,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
2020,4951.0,4951.0,4951.0,4951.0,4951.0,4951.0,4951.0,4951.0,4951.0,4951.0,4951.0,4951.0
2021,2646.0,2646.0,2646.0,2646.0,2646.0,2646.0,2646.0,2646.0,2646.0,2646.0,2646.0,2646.0
2022,5677.0,5677.0,5677.0,5677.0,5677.0,5677.0,5677.0,5677.0,5677.0,5677.0,5677.0,5677.0
2023,7274.0,7274.0,7274.0,7274.0,7274.0,7274.0,7274.0,7274.0,7274.0,7274.0,7274.0,7274.0
2024,8078.0,8078.0,8078.0,8078.0,8078.0,8078.0,8078.0,8078.0,8078.0,8078.0,8078.0,8078.0
