month,asthma_live_discharges,bronchitis_live_discharges,asthma_deaths,bronchitis_deaths,asthma_cfr,bronchitis_cfr
January,5588.090909090909,2532.818181818182,21.09090909090909,88.9090909090909,52.79363636363637,3.4990909090909095
February,5588.090909090909,2532.818181818182,21.09090909090909,88.9090909090909,52.79363636363637,3.4990909090909095
March,5588.090909090909,2532.818181818182,21.09090909090909,88.9090909090909,52.79363636363637,3.4990909090909095
April,5588.090909090909,2532.818181818182,21.09090909090909,88.9090909090909,52.79363636363637,3.4990909090909095
May,5588.090909090909,2532.818181818182,21.09090909090909,88.9090909090909,52.79363636363637,3.4990909090909095
June,5588.090909090909,2532.818181818182,21.09090909090909,88.9090909090909,52.79363636363637,3.4990909090909095
July,5588.090909090909,2532.818181818182,21.09090909090909,88.9090909090909,52.79363636363637,3.4990909090909095
August,5588.090909090909,2532.818181818182,21.09090909090909,88.9090909090909,52.79363636363637,3.4990909090909095
September,5588.090909090909,2532.818181818182,21.09090909090909,88.9090909090909,52.79363636363637,3.4990909090909095
October,5588.090909090909,2532.818181818182,21.09090909090909,88.9090909090909,52.79363636363637,3.4990909090909095
November,5588.090909090909,2532.818181818182,21.09090909090909,88.9090909090909,52.79363636363637,3.4990909090909095
December,5588.090909090909,2532.818181818182,21.09090909090909,88.9090909090909,52.79363636363637,3.4990909090909095
