district,province,records,years,avg_asthma_live_discharges,avg_bronchitis_live_discharges,avg_asthma_deaths,avg_bronchitis_deaths,avg_asthma_cfr,avg_bronchitis_cfr
Puttalam,North Western,132,2014-2024,3795.5454545454545,349.27272727272725,19.818181818181817,9.272727272727273,0.5945454545454546,5.473636363636364
