year,January,February,March,April,May,June,July,August,September,October,November,December
2014,5624.0,5624.0,5624.0,5624.0,5624.0,5624.0,5624.0,5624.0,5624.0,5624.0,5624.0,5624.0
2015,4595.0,4595.0,4595.0,4595.0,4595.0,4595.0,4595.0,4595.0,4595.0,4595.0,4595.0,4595.0
2016,3945.0,3945.0,3945.0,3945.0,3945.0,3945.0,3945.0,3945.0,3945.0,3945.0,3945.0,3945.0
2017,3964.0,3964.0,3964.0,3964.0,3964.0,3964.0,3964.0,3964.0,3964.0,3964.0,3964.0,3964.0
2018,3581.0,3581.0,3581.0,3581.0,3581.0,3581.0,3581.0,3581.0,3581.0,3581.0,3581.0,3581.0
2019,4339.0,4339.0,4339.0,4339.0,4339.0,4339.0,4339.0,4339.0,4339.0,4339.0,4339.0,4339.0
2020,2583.0,2583.0,2583.0,2583.0,2583.0,2583.0,2583.0,2583.0,2583.0,2583.0,2583.0,2583.0
2021,2202.0,2202.0,2202.0,2202.0,2202.0,2202.0,2202.0,2202.0,2202.0,2202.0,2202.0,2202.0
2022,2940.0,2940.0,2940.0,2940.0,2940.0,2940.0,2940.0,2940.0,2940.0,2940.0,2940.0,2940.0
2023,3761.0,3761.0,3761.0,3761.0,3761.0,3761.0,3761.0,3761.0,3761.0,3761.0,3761.0,3761.0
2024,4217.0,4217.0,4217.0,4217.0,4217.0,4217.0,4217.0,4217.0,4217.0,4217.0,4217.0,4217.0
