target,district_value,national_avg,difference
asthma_live_discharges,8724.272727272728,5901.8436363636365,2822.4290909090914
bronchitis_live_discharges,4839.545454545455,1374.6036363636363,3464.9418181818187
asthma_deaths,38.09090909090909,20.003636363636364,18.08727272727273
bronchitis_deaths,154.27272727272728,44.86545454545454,109.40727272727274
asthma_cfr,0.43727272727272726,12.96261818181818,-12.525345454545452
bronchitis_cfr,244.54999999999998,234.0098909090909,10.540109090909084
