district,province,records,years,avg_asthma_live_discharges,avg_bronchitis_live_discharges,avg_asthma_deaths,avg_bronchitis_deaths,avg_asthma_cfr,avg_bronchitis_cfr
Kandy,Central,132,2014-2024,8724.272727272728,4839.545454545455,38.09090909090909,154.27272727272728,0.4372727272727272,244.54999999999998
