year,pm2.5_ug_m3,frp_total,vim,tc_loss_ha,asthma_live_discharges,bronchitis_live_discharges,no2_ug_m3,so2_ug_m3
2014,21.49373379416667,30.140833333333333,0.4347916666666667,25.0,9127.0,61.0,1.2201283074166667,1.1274737561666666
2015,17.163843895916667,3.6575,0.46153472225,23.0,8217.0,800.0,1.2358530419166667,0.97985484125
2016,21.406772144166666,10.785833333333334,0.44812500000000005,112.0,7211.0,980.0,1.5255168185833334,1.1335079089166666
2017,21.714084969166667,10.37,0.44282638891666665,34.0,8686.0,901.0,1.4046223734166665,1.1993832031666667
2018,23.05150808666667,13.098333333333334,0.4333263889166667,44.0,9243.0,720.0,1.2776718045833333,1.0797037841666668
2019,20.484404282416666,14.487499999999999,0.4452083333333334,26.0,8762.0,1038.0,1.2578447636666665,0.9332546044166667
2020,18.806675378333335,12.216666666666667,0.44622222225,4.0,5200.0,488.0,1.1992655074166667,1.0553358071666665
2021,20.135689193333334,15.163333333333334,0.449,4.0,4342.0,450.0,1.2079047118333335,1.1607518858333334
2022,23.439661181666665,4.038333333333333,0.481125,3.0,8.0,944.0,1.2689251990000001,1.2829746405833333
2023,21.0191746675,13.121666666666668,0.4590625,5.0,8097.0,1143.0,1.2587617136666667,1.04309395175
2024,21.385235912499997,3.829166666666667,0.46394444441666666,8.0,8399.0,1109.0,1.2443115088333334,1.1371515378333334
