district,province,records,years,avg_asthma_live_discharges,avg_bronchitis_live_discharges,avg_asthma_deaths,avg_bronchitis_deaths,avg_asthma_cfr,avg_bronchitis_cfr
Kurunegala,North Western,132,2014-2024,13081.454545454546,1216.2727272727273,58.72727272727273,63.63636363636363,87.6527272727273,1239.8081818181818
