month,asthma_live_discharges,bronchitis_live_discharges,asthma_deaths,bronchitis_deaths,asthma_cfr,bronchitis_cfr
January,13081.454545454546,1216.2727272727273,58.72727272727273,63.63636363636363,87.65272727272728,1239.8081818181818
February,13081.454545454546,1216.2727272727273,58.72727272727273,63.63636363636363,87.65272727272728,1239.8081818181818
March,13081.454545454546,1216.2727272727273,58.72727272727273,63.63636363636363,87.65272727272728,1239.8081818181818
April,13081.454545454546,1216.2727272727273,58.72727272727273,63.63636363636363,87.65272727272728,1239.8081818181818
May,13081.454545454546,1216.2727272727273,58.72727272727273,63.63636363636363,87.65272727272728,1239.8081818181818
June,13081.454545454546,1216.2727272727273,58.72727272727273,63.63636363636363,87.65272727272728,1239.8081818181818
July,13081.454545454546,1216.2727272727273,58.72727272727273,63.63636363636363,87.65272727272728,1239.8081818181818
August,13081.454545454546,1216.2727272727273,58.72727272727273,63.63636363636363,87.65272727272728,1239.8081818181818
September,13081.454545454546,1216.2727272727273,58.72727272727273,63.63636363636363,87.65272727272728,1239.8081818181818
October,13081.454545454546,1216.2727272727273,58.72727272727273,63.63636363636363,87.65272727272728,1239.8081818181818
November,13081.454545454546,1216.2727272727273,58.72727272727273,63.63636363636363,87.65272727272728,1239.8081818181818
December,13081.454545454546,1216.2727272727273,58.72727272727273,63.63636363636363,87.65272727272728,1239.8081818181818
