year,January,February,March,April,May,June,July,August,September,October,November,December
2014,10612.0,10612.0,10612.0,10612.0,10612.0,10612.0,10612.0,10612.0,10612.0,10612.0,10612.0,10612.0
2015,11080.0,11080.0,11080.0,11080.0,11080.0,11080.0,11080.0,11080.0,11080.0,11080.0,11080.0,11080.0
2016,9177.0,9177.0,9177.0,9177.0,9177.0,9177.0,9177.0,9177.0,9177.0,9177.0,9177.0,9177.0
2017,9075.0,9075.0,9075.0,9075.0,9075.0,9075.0,9075.0,9075.0,9075.0,9075.0,9075.0,9075.0
2018,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
2019,8388.0,8388.0,8388.0,8388.0,8388.0,8388.0,8388.0,8388.0,8388.0,8388.0,8388.0,8388.0
2020,5043.0,5043.0,5043.0,5043.0,5043.0,5043.0,5043.0,5043.0,5043.0,5043.0,5043.0,5043.0
2021,3772.0,3772.0,3772.0,3772.0,3772.0,3772.0,3772.0,3772.0,3772.0,3772.0,3772.0,3772.0
2022,10367.0,10367.0,10367.0,10367.0,10367.0,10367.0,10367.0,10367.0,10367.0,10367.0,10367.0,10367.0
2023,11078.0,11078.0,11078.0,11078.0,11078.0,11078.0,11078.0,11078.0,11078.0,11078.0,11078.0,11078.0
2024,10829.0,10829.0,10829.0,10829.0,10829.0,10829.0,10829.0,10829.0,10829.0,10829.0,10829.0,10829.0
