month,asthma_live_discharges,bronchitis_live_discharges,asthma_deaths,bronchitis_deaths,asthma_cfr,bronchitis_cfr
January,8129.909090909091,1532.3636363636363,47.27272727272727,68.54545454545455,45.97909090909091,1438.8636363636363
February,8129.909090909091,1532.3636363636363,47.27272727272727,68.54545454545455,45.97909090909091,1438.8636363636363
March,8129.909090909091,1532.3636363636363,47.27272727272727,68.54545454545455,45.97909090909091,1438.8636363636363
April,8129.909090909091,1532.3636363636363,47.27272727272727,68.54545454545455,45.97909090909091,1438.8636363636363
May,8129.909090909091,1532.3636363636363,47.27272727272727,68.54545454545455,45.97909090909091,1438.8636363636363
June,8129.909090909091,1532.3636363636363,47.27272727272727,68.54545454545455,45.97909090909091,1438.8636363636363
July,8129.909090909091,1532.3636363636363,47.27272727272727,68.54545454545455,45.97909090909091,1438.8636363636363
August,8129.909090909091,1532.3636363636363,47.27272727272727,68.54545454545455,45.97909090909091,1438.8636363636363
September,8129.909090909091,1532.3636363636363,47.27272727272727,68.54545454545455,45.97909090909091,1438.8636363636363
October,8129.909090909091,1532.3636363636363,47.27272727272727,68.54545454545455,45.97909090909091,1438.8636363636363
November,8129.909090909091,1532.3636363636363,47.27272727272727,68.54545454545455,45.97909090909091,1438.8636363636363
December,8129.909090909091,1532.3636363636363,47.27272727272727,68.54545454545455,45.97909090909091,1438.8636363636363
