district,province,records,years,avg_asthma_live_discharges,avg_bronchitis_live_discharges,avg_asthma_deaths,avg_bronchitis_deaths,avg_asthma_cfr,avg_bronchitis_cfr
Galle,Southern,132,2014-2024,8129.909090909091,1532.3636363636363,47.27272727272727,68.54545454545455,45.9790909090909,1438.8636363636363
