district,province,records,years,avg_area_ha,avg_pm2.5_ug_m3,avg_frp_total,avg_vim,avg_tc_loss_ha,avg_asthma_live_discharges,avg_bronchitis_live_discharges
Hambantota,Southern,132,2014-2024,260879.0,15.781380292250002,252.42954545454543,0.6656098484924242,226.9090909090909,8285.545454545454,838.2727272727273
