district,province,records,years,avg_area_ha,avg_pm2.5_ug_m3,avg_frp_total,avg_vim,avg_tc_loss_ha,avg_asthma_live_discharges,avg_bronchitis_live_discharges
Colombo,Western,132,2014-2024,68301.0,17.179270274636366,0.7817424242424242,0.5836938131287879,210.1818181818182,11119.545454545454,3371.4545454545455
