year,pm2.5_ug_m3,frp_total,vim,tc_loss_ha,asthma_live_discharges,bronchitis_live_discharges,no2_ug_m3,so2_ug_m3
2014,15.732604383499998,155.91166666666666,0.5685,107.0,6148.0,413.0,3.6097485581666664,0.915698075
2015,12.606721640666668,183.01083333333335,0.5823333333333334,283.0,4656.0,371.0,3.8526317150833336,0.9787473689166667
2016,16.271542244166668,120.26666666666667,0.55940277775,139.0,4761.0,734.0,3.8634302668333333,0.9472257519166667
2017,16.214299862500003,51.81583333333333,0.5987777778333333,132.0,4994.0,561.0,4.41254554825,1.03720268975
2018,16.981858371833333,114.70916666666666,0.58077777775,220.0,6.0,1130.0,4.6193295295,0.9666776442499999
2019,15.122350572583334,85.1025,0.5453819444166667,113.0,5817.0,1222.0,4.809988840416667,0.9247252665
2020,13.936470174166667,101.87333333333333,0.574875,143.0,3428.0,78.0,4.6826793271666665,0.9674708388333334
2021,15.070937361666667,48.626666666666665,0.5918125,95.0,1976.0,531.0,4.953514442916666,1.01647276425
2022,17.223656799166665,57.15416666666667,0.5940972221666666,119.0,4339.0,718.0,4.979996441333333,1.1092227573333333
2023,14.444789316,156.60083333333333,0.5765138888333333,218.0,4507.0,917.0,4.89425261625,1.0365186715833332
2024,16.263283031666667,64.79583333333333,0.6004375000000001,223.0,3988.0,1114.0,4.920256945333334,0.9976221275833334
