year,January,February,March,April,May,June,July,August,September,October,November,December
2014,20575.0,20575.0,20575.0,20575.0,20575.0,20575.0,20575.0,20575.0,20575.0,20575.0,20575.0,20575.0
2015,21079.0,21079.0,21079.0,21079.0,21079.0,21079.0,21079.0,21079.0,21079.0,21079.0,21079.0,21079.0
2016,18159.0,18159.0,18159.0,18159.0,18159.0,18159.0,18159.0,18159.0,18159.0,18159.0,18159.0,18159.0
2017,19315.0,19315.0,19315.0,19315.0,19315.0,19315.0,19315.0,19315.0,19315.0,19315.0,19315.0,19315.0
2018,17596.0,17596.0,17596.0,17596.0,17596.0,17596.0,17596.0,17596.0,17596.0,17596.0,17596.0,17596.0
2019,17827.0,17827.0,17827.0,17827.0,17827.0,17827.0,17827.0,17827.0,17827.0,17827.0,17827.0,17827.0
2020,8135.0,8135.0,8135.0,8135.0,8135.0,8135.0,8135.0,8135.0,8135.0,8135.0,8135.0,8135.0
2021,4023.0,4023.0,4023.0,4023.0,4023.0,4023.0,4023.0,4023.0,4023.0,4023.0,4023.0,4023.0
2022,11270.0,11270.0,11270.0,11270.0,11270.0,11270.0,11270.0,11270.0,11270.0,11270.0,11270.0,11270.0
2023,12974.0,12974.0,12974.0,12974.0,12974.0,12974.0,12974.0,12974.0,12974.0,12974.0,12974.0,12974.0
2024,12850.0,12850.0,12850.0,12850.0,12850.0,12850.0,12850.0,12850.0,12850.0,12850.0,12850.0,12850.0
