district,province,records,years,avg_asthma_live_discharges,avg_bronchitis_live_discharges,avg_asthma_deaths,avg_bronchitis_deaths,avg_asthma_cfr,avg_bronchitis_cfr
Hambantota,Southern,132,2014-2024,8285.545454545454,838.2727272727273,24.181818181818183,21.363636363636363,28.314545454545453,3.150909090909091
