year,January,February,March,April,May,June,July,August,September,October,November,December
2014,2.920554357,3.765653117,4.254706526,5.606950325,3.893283884,2.103770545,1.882058566,2.603276214,3.146382228,5.682308508,5.854861337,4.2364856
2015,3.601779828,3.876908765,6.021693481,6.435324596,4.065117759,2.750451696,2.253346673,2.885066514,3.402666612,5.444078223,6.512084648,5.063943272
2016,3.4119098,4.40351436,5.493410747,6.259017338,4.694986949,2.430915753,2.674951238,2.501721303,2.580856583,4.177086075,5.490020086,5.542700994
2017,3.854744387,4.419586218,8.133833128,5.737260204,4.524742609,2.891510826,3.244062212,3.098764725,3.837624779,4.739506746,6.170683897,5.571727038
2018,4.409636829,3.734690647,6.149662171,6.762116264,4.640030819,2.645876522,2.664378072,3.018284615,5.109167418,7.38487591,6.688869544,5.424339863
2019,3.439375332,5.232621459,7.302782971,6.844417583,3.377849887,2.744560165,3.163878443,2.921225146,4.547134365,7.979977398,7.627883409,4.995370747
2020,4.673323027,3.374003418,5.996321568,7.126651244,5.109763811,3.176662362,3.780357019,3.246641301,3.652020068,4.487322831,6.918608861,5.281192408
2021,5.524669576,4.103492639,6.130403548,6.187771374,4.735832312,2.99553331,2.933592437,3.12348221,3.74003679,5.645946512,5.986811545,5.275725445
2022,6.219782811,4.28574876,5.330518702,7.24311589,3.029502741,3.310794692,3.900131011,3.260784266,3.494065449,5.509587906,7.328766487,5.482539424
2023,3.753777425,3.853710233,6.528435067,6.785963499,4.595516713,3.008031334,2.957419711,3.552208533,3.390331605,7.247444011,8.332713938,4.776826431
2024,5.269551026,4.344791999,6.437420476,6.944567676,5.49609018,3.177205175,2.698184326,3.646103704,3.347629308,5.967451649,6.710574016,6.69706187
