district,province,records,years,avg_area_ha,avg_pm2.5_ug_m3,avg_frp_total,avg_vim,avg_tc_loss_ha,avg_asthma_live_discharges,avg_bronchitis_live_discharges
Puttalam,North Western,132,2014-2024,314948.0,18.762840836242425,133.55439393939395,0.661153409090909,515.7272727272727,3795.5454545454545,349.27272727272725
