districts,provinces,years,rows,avg_pm2.5_ug_m3,avg_frp_total,avg_tc_loss_ha,avg_vim,avg_asthma_live_discharges,avg_bronchitis_live_discharges
25,9,2014-2024,3300,16.509129603420604,120.27140909090907,473.3454545454546,0.6777352525257575,5901.8436363636365,1374.6036363636363
