district,target,feature,correlation,abs_correlation
Mannar,asthma_cfr,female_population_1k,-0.4746472505759129,0.4746472505759129
Mannar,asthma_cfr,tc_loss_ha,0.45429150467610907,0.45429150467610907
Mannar,asthma_cfr,total_population_1k,-0.45254048748010445,0.45254048748010445
Mannar,asthma_cfr,male_population_1k,-0.4261489552909366,0.4261489552909366
Mannar,asthma_cfr,carbon_gross_emissions_yearly,0.41239359363426265,0.41239359363426265
Mannar,asthma_cfr,bright_t31,-0.13124780158760252,0.13124780158760252
Mannar,asthma_cfr,brightness,-0.12630400629752464,0.12630400629752464
Mannar,asthma_cfr,pm2.5_ug_m3,-0.09830870782118499,0.09830870782118499
Mannar,asthma_cfr,frp_mean,0.09738930791713814,0.09738930791713814
Mannar,asthma_cfr,no2_ug_m3,-0.09493707626001748,0.09493707626001748
Mannar,asthma_deaths,tc_loss_ha,0.4963978603114573,0.4963978603114573
Mannar,asthma_deaths,female_population_1k,-0.48387083231763195,0.48387083231763195
Mannar,asthma_deaths,total_population_1k,-0.4674734950042286,0.4674734950042286
Mannar,asthma_deaths,carbon_gross_emissions_yearly,0.46213474742036836,0.46213474742036836
Mannar,asthma_deaths,male_population_1k,-0.4466499990624298,0.4466499990624298
Mannar,asthma_deaths,pm2.5_ug_m3,-0.1295661252985103,0.1295661252985103
Mannar,asthma_deaths,bright_t31,-0.1280909109782552,0.1280909109782552
Mannar,asthma_deaths,brightness,-0.12297925259117133,0.12297925259117133
Mannar,asthma_deaths,frp_mean,0.11870217365380213,0.11870217365380213
Mannar,asthma_deaths,no2_ug_m3,-0.10816504753172561,0.10816504753172561
Mannar,asthma_live_discharges,tc_loss_ha,0.5599440766350279,0.5599440766350279
Mannar,asthma_live_discharges,female_population_1k,-0.5202620905556498,0.5202620905556498
Mannar,asthma_live_discharges,total_population_1k,-0.5041611766570021,0.5041611766570021
Mannar,asthma_live_discharges,male_population_1k,-0.4832867357755214,0.4832867357755214
Mannar,asthma_live_discharges,carbon_gross_emissions_yearly,0.4636039133280587,0.4636039133280587
Mannar,asthma_live_discharges,frp_mean,0.10656372201608583,0.10656372201608583
Mannar,asthma_live_discharges,frp_total,0.09091186509807764,0.09091186509807764
Mannar,asthma_live_discharges,no2_ug_m3,-0.07419174537767274,0.07419174537767274
Mannar,asthma_live_discharges,vim_anomaly,-0.05997331757542233,0.05997331757542233
Mannar,asthma_live_discharges,vim,-0.0498031161446632,0.0498031161446632
Mannar,bronchitis_cfr,tc_loss_ha,0.669670031315804,0.669670031315804
Mannar,bronchitis_cfr,carbon_gross_emissions_yearly,0.6126973895692481,0.6126973895692481
Mannar,bronchitis_cfr,male_population_1k,-0.4030403288790565,0.4030403288790565
Mannar,bronchitis_cfr,total_population_1k,-0.36924279152691214,0.36924279152691214
Mannar,bronchitis_cfr,female_population_1k,-0.3319491689738844,0.3319491689738844
Mannar,bronchitis_cfr,no2_ug_m3,-0.21707219779137912,0.21707219779137912
Mannar,bronchitis_cfr,vim_anomaly,0.11357409594280637,0.11357409594280637
Mannar,bronchitis_cfr,vim,0.08807440264476206,0.08807440264476206
Mannar,bronchitis_cfr,bright_t31,0.0814756794297583,0.0814756794297583
Mannar,bronchitis_cfr,brightness,0.07732342639647748,0.07732342639647748
Mannar,bronchitis_deaths,tc_loss_ha,0.4481626701463963,0.4481626701463963
Mannar,bronchitis_deaths,carbon_gross_emissions_yearly,0.3719451124787837,0.3719451124787837
Mannar,bronchitis_deaths,male_population_1k,-0.24514508133489488,0.24514508133489488
Mannar,bronchitis_deaths,total_population_1k,-0.23357091793352588,0.23357091793352588
Mannar,bronchitis_deaths,female_population_1k,-0.21978524533473315,0.21978524533473315
Mannar,bronchitis_deaths,no2_ug_m3,-0.15093343162285408,0.15093343162285408
Mannar,bronchitis_deaths,bright_t31,0.08159940838788389,0.08159940838788389
Mannar,bronchitis_deaths,brightness,0.07564649559585451,0.07564649559585451
Mannar,bronchitis_deaths,frp_total,0.0661144482427575,0.0661144482427575
Mannar,bronchitis_deaths,vim_anomaly,0.051219911638680254,0.051219911638680254
Mannar,bronchitis_live_discharges,carbon_gross_emissions_yearly,-0.6145872038008479,0.6145872038008479
Mannar,bronchitis_live_discharges,tc_loss_ha,-0.5372236783299446,0.5372236783299446
Mannar,bronchitis_live_discharges,vim_anomaly,-0.2417775058353362,0.2417775058353362
Mannar,bronchitis_live_discharges,male_population_1k,0.21357499974688868,0.21357499974688868
Mannar,bronchitis_live_discharges,vim,-0.1924320068974393,0.1924320068974393
Mannar,bronchitis_live_discharges,total_population_1k,0.17212744715713924,0.17212744715713924
Mannar,bronchitis_live_discharges,no2_ug_m3,0.13066799592178216,0.13066799592178216
Mannar,bronchitis_live_discharges,female_population_1k,0.12905014786825098,0.12905014786825098
Mannar,bronchitis_live_discharges,frp_mean,-0.10925825590050219,0.10925825590050219
Mannar,bronchitis_live_discharges,so2_ug_m3,-0.07711976810681742,0.07711976810681742
