district,province,records,years,avg_asthma_live_discharges,avg_bronchitis_live_discharges,avg_asthma_deaths,avg_bronchitis_deaths,avg_asthma_cfr,avg_bronchitis_cfr
Mannar,Northern,132,2014-2024,603.3636363636364,154.1818181818182,1.0,1.1818181818181819,0.13727272727272724,0.9790909090909091
