month,asthma_live_discharges,bronchitis_live_discharges,asthma_deaths,bronchitis_deaths,asthma_cfr,bronchitis_cfr
January,603.3636363636364,154.1818181818182,1.0,1.1818181818181819,0.13727272727272727,0.979090909090909
February,603.3636363636364,154.1818181818182,1.0,1.1818181818181819,0.13727272727272727,0.979090909090909
March,603.3636363636364,154.1818181818182,1.0,1.1818181818181819,0.13727272727272727,0.979090909090909
April,603.3636363636364,154.1818181818182,1.0,1.1818181818181819,0.13727272727272727,0.979090909090909
May,603.3636363636364,154.1818181818182,1.0,1.1818181818181819,0.13727272727272727,0.979090909090909
June,603.3636363636364,154.1818181818182,1.0,1.1818181818181819,0.13727272727272727,0.979090909090909
July,603.3636363636364,154.1818181818182,1.0,1.1818181818181819,0.13727272727272727,0.979090909090909
August,603.3636363636364,154.1818181818182,1.0,1.1818181818181819,0.13727272727272727,0.979090909090909
September,603.3636363636364,154.1818181818182,1.0,1.1818181818181819,0.13727272727272727,0.979090909090909
October,603.3636363636364,154.1818181818182,1.0,1.1818181818181819,0.13727272727272727,0.979090909090909
November,603.3636363636364,154.1818181818182,1.0,1.1818181818181819,0.13727272727272727,0.979090909090909
December,603.3636363636364,154.1818181818182,1.0,1.1818181818181819,0.13727272727272727,0.979090909090909
