month,pm2.5_ug_m3,frp_total,vim,asthma_live_discharges,bronchitis_live_discharges,no2_ug_m3
January,15.885042953636365,1.1318181818181818,0.702659090909091,2999.4545454545455,836.6363636363636,2.7974483385454545
February,16.695363775454545,11.008181818181818,0.6613636363636364,2999.4545454545455,836.6363636363636,2.631642883909091
March,19.142829935454543,137.1790909090909,0.6255,2999.4545454545455,836.6363636363636,3.9567205239999996
April,15.343326798727274,216.07818181818183,0.6018712121818182,2999.4545454545455,836.6363636363636,5.06126579590909
May,19.371787966363637,42.85909090909091,0.6288257576363636,2999.4545454545455,836.6363636363636,3.9307290794545455
June,19.94532967,63.98636363636364,0.6561363636363636,2999.4545454545455,836.6363636363636,2.7753157167272726
July,20.285518075454544,98.52999999999999,0.625310606090909,2999.4545454545455,836.6363636363636,2.789154700818182
August,18.59098612090909,340.84909090909093,0.6202272727272727,2999.4545454545455,836.6363636363636,2.982432142
September,15.677859130909091,301.67727272727274,0.6242954545454545,2999.4545454545455,836.6363636363636,3.444666426272727
October,13.589779992727273,76.60454545454546,0.6378863636363636,2999.4545454545455,836.6363636363636,4.608151801454546
November,17.442618264545455,4.848181818181818,0.650030303,2999.4545454545455,836.6363636363636,4.507206892272728
December,16.369922342363637,0.26,0.684340909090909,2999.4545454545455,836.6363636363636,3.4479347052727274
