metric,district_value,national_avg,difference
pm2.5_ug_m3,17.361697085545455,16.509129603420604,0.8525674821248508
frp_total,107.9176515151515,120.27140909090907,-12.35375757575757
tc_loss_ha,369.6363636363636,473.34545454545446,-103.70909090909083
vim,0.6432039141515151,0.6777352525257576,-0.03453133837424249
asthma_live_discharges,2999.4545454545455,5901.8436363636365,-2902.389090909091
