district,province,records,years,avg_area_ha,avg_pm2.5_ug_m3,avg_frp_total,avg_vim,avg_tc_loss_ha,avg_asthma_live_discharges,avg_bronchitis_live_discharges
Trincomalee,Eastern,132,2014-2024,267076.0,17.361697085545455,107.91765151515152,0.6432039141515151,369.6363636363636,2999.4545454545455,836.6363636363636
