month,asthma_live_discharges,bronchitis_live_discharges,asthma_deaths,bronchitis_deaths,asthma_cfr,bronchitis_cfr
January,997.4545454545455,332.45454545454544,1.1818181818181819,9.454545454545455,0.08727272727272728,2.8572727272727274
February,997.4545454545455,332.45454545454544,1.1818181818181819,9.454545454545455,0.08727272727272728,2.8572727272727274
March,997.4545454545455,332.45454545454544,1.1818181818181819,9.454545454545455,0.08727272727272728,2.8572727272727274
April,997.4545454545455,332.45454545454544,1.1818181818181819,9.454545454545455,0.08727272727272728,2.8572727272727274
May,997.4545454545455,332.45454545454544,1.1818181818181819,9.454545454545455,0.08727272727272728,2.8572727272727274
June,997.4545454545455,332.45454545454544,1.1818181818181819,9.454545454545455,0.08727272727272728,2.8572727272727274
July,997.4545454545455,332.45454545454544,1.1818181818181819,9.454545454545455,0.08727272727272728,2.8572727272727274
August,997.4545454545455,332.45454545454544,1.1818181818181819,9.454545454545455,0.08727272727272728,2.8572727272727274
September,997.4545454545455,332.45454545454544,1.1818181818181819,9.454545454545455,0.08727272727272728,2.8572727272727274
October,997.4545454545455,332.45454545454544,1.1818181818181819,9.454545454545455,0.08727272727272728,2.8572727272727274
November,997.4545454545455,332.45454545454544,1.1818181818181819,9.454545454545455,0.08727272727272728,2.8572727272727274
December,997.4545454545455,332.45454545454544,1.1818181818181819,9.454545454545455,0.08727272727272728,2.8572727272727274
