year,January,February,March,April,May,June,July,August,September,October,November,December
2014,0.0,7.25,25.11,279.6,1.49,141.21,526.74,378.89,703.96,99.96,56.81,0.0
2015,8.13,0.0,24.27,14.42,19.5,36.5,197.56,314.95,328.74,47.89,0.0,0.0
2016,0.0,0.0,38.62,337.51,89.44,7.43,72.17,178.54,2029.49,1744.08,6.65,3.99
2017,0.0,8.12,0.0,226.68,83.92,199.89,350.66,27.57,80.48,156.99,0.0,0.0
2018,3.72,16.21,13.37,20.47,22.92,91.53,203.93,220.1,738.76,22.61,0.0,0.0
2019,8.02,3.71,793.51,1701.03,48.68,149.8,93.58,61.33,1289.63,18.2,0.0,0.0
2020,0.0,2.1,165.97,309.43,2.22,52.72,170.21,822.89,323.49,955.91,2.63,0.0
2021,0.0,0.0,68.04,23.81,10.08,31.35,68.2,128.38,346.52,18.99,1.96,0.0
2022,0.0,36.2,25.94,0.0,35.28,59.63,172.19,16.55,169.21,46.86,18.54,0.0
2023,0.0,27.71,9.44,126.2,11.82,55.67,218.65,632.43,662.59,24.67,0.0,0.0
2024,0.0,38.43,242.17,45.98,3.91,0.0,73.14,51.1,953.22,99.57,0.0,0.0
