,pm2.5_ug_m3,no2_ug_m3,so2_ug_m3,vim,vim_anomaly,tc_loss_ha,frp_total,carbon_gross_emissions_yearly,asthma_live_discharges,bronchitis_live_discharges,asthma_deaths,bronchitis_deaths,asthma_cfr,bronchitis_cfr
pm2.5_ug_m3,1.0,-0.25285350589316297,0.23894673589778276,-0.18686225054652422,-0.21647173958355684,-0.02333781540293069,0.07213789734421279,-0.0322148331537767,-0.020951619091864868,-0.012839536640705912,0.11295797590156824,-0.02014636409272491,0.13055201398715865,-0.017073988477952155
no2_ug_m3,-0.25285350589316297,1.0,-0.25716373799263476,-0.027031669999560557,0.15996074045863715,-0.18860434317770114,-0.0779613089126256,-0.1930560669431192,-0.23779950096854816,0.20386682300328057,-0.23631008699099437,0.05895001945676847,-0.1839448960993304,-0.17690595142000407
so2_ug_m3,0.23894673589778276,-0.25716373799263476,1.0,-0.4424744299518781,0.09861454711105057,-0.06169269784821202,0.2825364926140246,-0.06220811081165667,-0.019358673269551128,0.028385078080089898,-0.038775250810360144,0.032418060033274944,-0.032118124110540325,0.009178874399244747
vim,-0.18686225054652422,-0.027031669999560557,-0.4424744299518781,1.0,0.6499839692415444,-0.13540730741596038,-0.5255230799718245,-0.132610690301481,-0.10979469619166336,-0.018927452148111035,-0.1105098583725085,0.030298178798973882,-0.08169404172359497,0.048519087316896484
vim_anomaly,-0.21647173958355684,0.15996074045863715,0.09861454711105057,0.6499839692415444,1.0,-0.1914699470980071,-0.285518576577895,-0.18839831994791253,-0.14663472513312192,-0.025083923794992417,-0.1584465254326153,0.04530367539644488,-0.11945069825849298,0.07021806164895798
tc_loss_ha,-0.02333781540293069,-0.18860434317770114,-0.06169269784821202,-0.13540730741596038,-0.1914699470980071,1.0,0.2027041115697177,0.9967073129295423,-0.08512054618307759,-0.3740698859590768,0.6095886937278976,-0.1979044381192373,0.6710592467558604,0.21436559629792673
frp_total,0.07213789734421279,-0.0779613089126256,0.2825364926140246,-0.5255230799718245,-0.285518576577895,0.2027041115697177,1.0,0.20927157809350277,0.02783494042314954,0.07353716227559784,0.18080233612861382,0.007206071901221483,0.1712030039295192,-0.05302250714739959
carbon_gross_emissions_yearly,-0.0322148331537767,-0.1930560669431192,-0.06220811081165667,-0.132610690301481,-0.18839831994791253,0.9967073129295423,0.20927157809350277,1.0,-0.09313171472659096,-0.3847702477159175,0.6354561337066759,-0.20878147293813867,0.6971076433424496,0.21308416361080104
asthma_live_discharges,-0.020951619091864868,-0.23779950096854816,-0.019358673269551128,-0.10979469619166336,-0.14663472513312192,-0.08512054618307759,0.02783494042314954,-0.09313171472659096,1.0,0.2998082661038606,0.3751870526235942,0.5765845121890962,0.14917107889872522,0.5102006778804491
bronchitis_live_discharges,-0.012839536640705912,0.20386682300328057,0.028385078080089898,-0.018927452148111035,-0.025083923794992417,-0.3740698859590768,0.07353716227559784,-0.3847702477159175,0.2998082661038606,1.0,-0.16227444081014072,0.7399701599036886,-0.25255655920611103,-0.11917533751003838
asthma_deaths,0.11295797590156824,-0.23631008699099437,-0.038775250810360144,-0.1105098583725085,-0.1584465254326153,0.6095886937278976,0.18080233612861382,0.6354561337066759,0.3751870526235942,-0.16227444081014072,1.0,0.14065327329386085,0.9678926296476945,0.45813520211905273
bronchitis_deaths,-0.02014636409272491,0.05895001945676847,0.032418060033274944,0.030298178798973882,0.04530367539644488,-0.1979044381192373,0.007206071901221483,-0.20878147293813867,0.5765845121890962,0.7399701599036886,0.14065327329386085,1.0,0.036261776641825186,0.5742743307749958
asthma_cfr,0.13055201398715865,-0.1839448960993304,-0.032118124110540325,-0.08169404172359497,-0.11945069825849298,0.6710592467558604,0.1712030039295192,0.6971076433424496,0.14917107889872522,-0.25255655920611103,0.9678926296476945,0.036261776641825186,1.0,0.40910024414279916
bronchitis_cfr,-0.017073988477952155,-0.17690595142000407,0.009178874399244747,0.048519087316896484,0.07021806164895798,0.21436559629792673,-0.05302250714739959,0.21308416361080104,0.5102006778804491,-0.11917533751003838,0.45813520211905273,0.5742743307749958,0.40910024414279916,1.0
