year,pm2.5_ug_m3,frp_total,vim,tc_loss_ha,asthma_live_discharges,bronchitis_live_discharges,no2_ug_m3,so2_ug_m3
2014,16.398290637333332,185.085,0.6572916666666667,334.0,4603.0,720.0,5.286029787,1.0636898715
2015,13.059094184000001,82.66333333333334,0.6946666666666667,332.0,4206.0,754.0,5.9080719266666675,1.1597699132500001
2016,16.945721236666667,375.66,0.6751111110833333,553.0,3323.0,695.0,5.7897911183333335,1.0877044656666668
2017,16.917863546666666,94.52583333333332,0.6921180555833333,339.0,2996.0,786.0,6.629370849333333,1.2130074939166666
2018,17.728963044166665,112.80166666666666,0.6917291666666667,383.0,3157.0,900.0,6.896505546749999,1.1590460555
2019,15.462600623,347.2908333333333,0.6643541666666667,403.0,3182.0,1315.0,7.29447578025,1.1416562389166667
2020,14.5818862075,233.96416666666667,0.6885277778333334,326.0,1766.0,773.0,6.968055019666667,1.1192927717499999
2021,15.8569812275,58.11083333333334,0.6941805555833334,397.0,1391.0,440.0,7.1442649686666675,1.1729113538333333
2022,17.964828911666668,48.36666666666667,0.6996111111666666,143.0,2982.0,937.0,7.336666663583333,1.2850935734166666
2023,14.817366641,147.43166666666667,0.6912569444166667,250.0,3461.0,1303.0,7.29752759125,1.2351718309166666
2024,16.862043484166666,125.62666666666667,0.6976874999999999,233.0,3421.0,1108.0,7.337527939166667,1.1595030956666668
