year,January,February,March,April,May,June,July,August,September,October,November,December
2014,4.447022532,5.031495404,5.055359361,7.704312964,6.262314123,3.297113251,2.95259434,4.482219511,4.963347921,7.062696746,6.908613493,5.265267798
2015,5.167980583,5.37022542,6.09215647,8.466911063,6.57981957,4.720603899,3.619955022,4.476027145,5.837459465,7.359946725,7.8836134,5.322164358
2016,4.942093439,5.077057003,6.673458591,8.698560751,6.382135874,4.058157678,4.43076341,4.213677373,4.477658382,6.740634576,6.630320529,7.152975814
2017,5.836087224,6.433342786,9.745133145,8.493484977,5.912316901,4.520918549,4.698053268,4.814492053,6.17921122,7.274674677,7.759654264,7.885081128
2018,7.110970081,5.792041855,8.100192206,9.087789392,7.665012383,4.780467583,4.333075063,4.46513947,6.841879749,8.99982604,8.187857814,7.393814925
2019,5.70090951,6.939249282,9.049319624,10.1154466,6.166595744,4.893248099,5.704249634,5.208742808,7.305079579,10.14766518,9.770911764,6.532291539
2020,6.615443839,5.231812291,7.22216163,9.179432554,7.507121472,5.568405501,6.60458463,5.647178711,6.740001106,7.125365881,8.703957602,7.471195019
2021,7.380756137,6.358786442,8.310575682,9.411760039,7.208358683,5.408630789,4.908647648,5.652774696,6.342811892,8.40987903,8.602814612,7.735383974
2022,8.145138144,6.876318473,9.473112073,9.762526748,5.442979086,5.533983074,5.905570622,5.190738803,5.803948592,8.198976194,10.13597735,7.570730804
2023,6.033211783,6.008710033,8.655561826,9.804335663,8.051461675,5.092063848,4.880972118,5.626717558,6.642052381,10.03395638,10.30000112,6.44128671
2024,7.192638814,6.041580505,7.631680369,9.495600731,8.106854844,5.860008777,4.607232931,6.506850636,5.443590469,9.286823047,8.542160162,9.335313985
