district,province,records,years,avg_asthma_live_discharges,avg_bronchitis_live_discharges,avg_asthma_deaths,avg_bronchitis_deaths,avg_asthma_cfr,avg_bronchitis_cfr
Trincomalee,Eastern,132,2014-2024,2999.4545454545455,836.6363636363636,8.272727272727273,13.181818181818182,0.2581818181818182,1.6663636363636363
