district,province,records,years,avg_asthma_live_discharges,avg_bronchitis_live_discharges,avg_asthma_deaths,avg_bronchitis_deaths,avg_asthma_cfr,avg_bronchitis_cfr
Ratnapura,Sabaragamuwa,132,2014-2024,10128.727272727272,1291.090909090909,32.72727272727273,35.63636363636363,0.3218181818181817,2.9409090909090905
