district,province,records,years,avg_area_ha,avg_pm2.5_ug_m3,avg_frp_total,avg_vim,avg_tc_loss_ha,avg_asthma_live_discharges,avg_bronchitis_live_discharges
Gampaha,Western,132,2014-2024,138171.0,17.26743212483333,10.991439393939395,0.6680561868484848,246.54545454545453,14891.181818181818,1654.909090909091
