year,pm2.5_ug_m3,frp_total,vim,tc_loss_ha,asthma_live_discharges,bronchitis_live_discharges,no2_ug_m3,so2_ug_m3
2014,17.20026113,22.31833333333333,0.6663055555,220.0,20575.0,2320.0,10.304994133666666,3.9282227515
2015,14.527102260166666,11.595833333333333,0.6961805554999999,156.0,21079.0,2398.0,11.41555583175,4.003170975166667
2016,17.923013645,28.790833333333335,0.6485,607.0,18159.0,2.0,10.94022815675,3.865625017833333
2017,18.723093929166666,10.295,0.6577013888333333,327.0,19315.0,2363.0,12.16482375825,3.9771354490833333
2018,19.400054919166667,7.173333333333333,0.6676597221666666,258.0,17596.0,2460.0,13.071390288416666,4.200979995583333
2019,16.5051273805,8.506666666666666,0.67902777775,222.0,17827.0,2195.0,13.37419715075,4.056310767
2020,16.228566450833334,13.169166666666667,0.6632708333333334,177.0,8135.0,1124.0,13.042348374916665,4.135617438416666
2021,16.868362135833333,5.243333333333333,0.6625138889166666,331.0,4023.0,664.0,13.113690012666666,3.9228185475833333
2022,19.209079906666666,1.9649999999999999,0.6551944444166667,130.0,11270.0,1.0,12.850234245083334,4.001736759333333
2023,15.273914184166665,5.5125,0.6677638889166667,114.0,12974.0,2232.0,13.474873833166667,3.9579551440833334
2024,18.083177431666666,6.335833333333333,0.6845,170.0,12850.0,2445.0,13.5769210245,4.100593903166667
