district,province,records,years,avg_asthma_live_discharges,avg_bronchitis_live_discharges,avg_asthma_deaths,avg_bronchitis_deaths,avg_asthma_cfr,avg_bronchitis_cfr
Kilinochchi,Northern,132,2014-2024,1178.7272727272727,369.6363636363636,0.7272727272727273,3.6363636363636362,0.06909090909090909,0.9809090909090911
