district,province,records,years,avg_area_ha,avg_pm2.5_ug_m3,avg_frp_total,avg_vim,avg_tc_loss_ha,avg_asthma_live_discharges,avg_bronchitis_live_discharges
Anuradhapura,North Central,132,2014-2024,720607.0,17.678894078325754,602.0993939393938,0.6901452020227273,1357.909090909091,6336.181818181818,1629.1818181818182
