metric,district_value,national_avg,difference
pm2.5_ug_m3,17.10390006896212,16.509129603420604,0.5947704655415151
frp_total,178.62098484848485,120.27140909090907,58.34957575757578
tc_loss_ha,1424.4545454545455,473.34545454545446,951.109090909091
vim,0.705305555530303,0.6777352525257576,0.027570303004545438
asthma_live_discharges,13081.454545454546,5901.8436363636365,7179.610909090909
