district,province,records,years,avg_area_ha,avg_pm2.5_ug_m3,avg_frp_total,avg_vim,avg_tc_loss_ha,avg_asthma_live_discharges,avg_bronchitis_live_discharges
Kurunegala,North Western,132,2014-2024,490179.0,17.10390006896212,178.62098484848485,0.7053055555303032,1424.4545454545455,13081.454545454546,1216.2727272727273
