month,asthma_live_discharges,bronchitis_live_discharges,asthma_deaths,bronchitis_deaths,asthma_cfr,bronchitis_cfr
January,3144.7272727272725,1890.4545454545455,14.454545454545455,64.63636363636364,0.4636363636363636,466.5618181818182
February,3144.7272727272725,1890.4545454545455,14.454545454545455,64.63636363636364,0.4636363636363636,466.5618181818182
March,3144.7272727272725,1890.4545454545455,14.454545454545455,64.63636363636364,0.4636363636363636,466.5618181818182
April,3144.7272727272725,1890.4545454545455,14.454545454545455,64.63636363636364,0.4636363636363636,466.5618181818182
May,3144.7272727272725,1890.4545454545455,14.454545454545455,64.63636363636364,0.4636363636363636,466.5618181818182
June,3144.7272727272725,1890.4545454545455,14.454545454545455,64.63636363636364,0.4636363636363636,466.5618181818182
July,3144.7272727272725,1890.4545454545455,14.454545454545455,64.63636363636364,0.4636363636363636,466.5618181818182
August,3144.7272727272725,1890.4545454545455,14.454545454545455,64.63636363636364,0.4636363636363636,466.5618181818182
September,3144.7272727272725,1890.4545454545455,14.454545454545455,64.63636363636364,0.4636363636363636,466.5618181818182
October,3144.7272727272725,1890.4545454545455,14.454545454545455,64.63636363636364,0.4636363636363636,466.5618181818182
November,3144.7272727272725,1890.4545454545455,14.454545454545455,64.63636363636364,0.4636363636363636,466.5618181818182
December,3144.7272727272725,1890.4545454545455,14.454545454545455,64.63636363636364,0.4636363636363636,466.5618181818182
