district,province,records,years,avg_asthma_live_discharges,avg_bronchitis_live_discharges,avg_asthma_deaths,avg_bronchitis_deaths,avg_asthma_cfr,avg_bronchitis_cfr
Matale,Central,132,2014-2024,3144.7272727272725,1890.4545454545455,14.454545454545455,64.63636363636364,0.4636363636363636,466.5618181818181
