month,pm2.5_ug_m3,frp_total,vim,asthma_live_discharges,bronchitis_live_discharges,no2_ug_m3
January,17.25669182909091,26.719090909090905,0.6811818181818182,603.3636363636364,154.1818181818182,1.6439149978181817
February,18.17342858909091,45.96636363636364,0.6862727272727273,603.3636363636364,154.1818181818182,1.614848506
March,20.63375730090909,92.43181818181819,0.6307954545454545,603.3636363636364,154.1818181818182,2.3683986856363637
April,19.035350291818183,92.23636363636363,0.6136287879090909,603.3636363636364,154.1818181818182,2.782676836818182
May,24.501596306363638,21.767272727272726,0.6278409090909091,603.3636363636364,154.1818181818182,2.2889624924545453
June,24.143535175454545,51.20363636363636,0.6455909090909091,603.3636363636364,154.1818181818182,1.799277714
July,23.38256616,74.08181818181818,0.6105530302727273,603.3636363636364,154.1818181818182,1.9818231163636362
August,21.660296907272727,105.90272727272728,0.6032045454545455,603.3636363636364,154.1818181818182,2.0381009686363636
September,19.202251902727273,123.2090909090909,0.59675,603.3636363636364,154.1818181818182,2.0960688874545457
October,16.533300125181817,69.12363636363636,0.6172575757272727,603.3636363636364,154.1818181818182,2.7716747655454546
November,20.560411000909088,7.6863636363636365,0.649060606,603.3636363636364,154.1818181818182,2.715840099272727
December,18.79203527,1.4009090909090909,0.6730227272727273,603.3636363636364,154.1818181818182,2.094157718909091
