year,January,February,March,April,May,June,July,August,September,October,November,December
2014,8.12,12.15,183.63,55.45,0.0,277.13,899.94,507.61,1013.65,48.69,0.0,0.0
2015,4.07,12.53,51.91,0.0,83.1,26.37,275.69,319.52,415.68,6.73,0.0,1.94
2016,15.26,31.16,148.26,166.06,10.82,77.47,526.92,684.89,2789.06,663.34,0.0,0.0
2017,16.54,14.48,4.32,14.12,34.56,174.63,924.76,137.64,511.6,29.08,0.83,0.0
2018,15.03,6.81,24.34,3.44,0.0,130.46,319.33,643.44,1525.8,10.82,0.0,1.48
2019,1.59,2.48,108.43,173.87,142.85,584.4,622.93,508.83,1166.31,17.63,0.0,3.88
2020,47.57,95.28,257.51,83.21,9.18,131.15,20.57,694.25,339.56,837.17,6.13,0.0
2021,0.44,9.79,11.16,0.0,11.68,28.31,57.52,99.37,765.3,86.39,31.11,16.24
2022,45.42,58.75,19.08,0.0,74.48,227.48,795.62,701.88,520.2,72.09,20.26,0.0
2023,14.13,26.93,8.17,20.69,6.48,237.86,831.38,563.21,138.64,63.54,0.0,0.0
2024,6.52,21.01,104.99,5.24,7.59,48.05,395.23,164.16,2332.14,19.37,6.23,0.0
