district,province,records,years,avg_area_ha,avg_pm2.5_ug_m3,avg_frp_total,avg_vim,avg_tc_loss_ha,avg_asthma_live_discharges,avg_bronchitis_live_discharges
Badulla,Uva,132,2014-2024,286877.0,12.555430556128787,215.0725,0.7277114898863636,378.1818181818182,5588.090909090909,2532.818181818182
