district,province,records,years,avg_area_ha,avg_pm2.5_ug_m3,avg_frp_total,avg_vim,avg_tc_loss_ha,avg_asthma_live_discharges,avg_bronchitis_live_discharges
Kalutara,Western,132,2014-2024,164738.0,16.885837559068182,6.380984848484848,0.7122853535227273,682.0,7009.090909090909,1556.0
