district,province,records,years,avg_area_ha,avg_pm2.5_ug_m3,avg_frp_total,avg_vim,avg_tc_loss_ha,avg_asthma_live_discharges,avg_bronchitis_live_discharges
Nuwara Eliya,Central,132,2014-2024,173800.0,12.030132162212123,31.205378787878786,0.7319936868636364,273.8181818181818,3010.818181818182,1919.4545454545455
