district,target,feature,correlation
Nuwara Eliya,asthma_live_discharges,no2_ug_m3,-0.20262071053046068
Nuwara Eliya,asthma_live_discharges,vim_anomaly,-0.12631303970432278
Nuwara Eliya,asthma_live_discharges,carbon_gross_emissions_yearly,-0.1237648735546069
Nuwara Eliya,asthma_live_discharges,pm2.5_ug_m3,-0.10895934074311095
Nuwara Eliya,asthma_live_discharges,vim,-0.10437528770878668
Nuwara Eliya,asthma_live_discharges,tc_loss_ha,-0.027836043693185087
Nuwara Eliya,asthma_live_discharges,so2_ug_m3,-0.014360171451108105
Nuwara Eliya,asthma_live_discharges,frp_total,0.11177137323708512
Nuwara Eliya,bronchitis_live_discharges,pm2.5_ug_m3,-0.21345111972203978
Nuwara Eliya,bronchitis_live_discharges,frp_total,-0.08839707639980351
Nuwara Eliya,bronchitis_live_discharges,vim_anomaly,-0.028186161899245304
Nuwara Eliya,bronchitis_live_discharges,no2_ug_m3,-0.026194136624469205
Nuwara Eliya,bronchitis_live_discharges,vim,-0.025167061324967762
Nuwara Eliya,bronchitis_live_discharges,so2_ug_m3,-0.023784362005956163
Nuwara Eliya,bronchitis_live_discharges,carbon_gross_emissions_yearly,0.2337481020578615
Nuwara Eliya,bronchitis_live_discharges,tc_loss_ha,0.30935718855247973
Nuwara Eliya,asthma_deaths,carbon_gross_emissions_yearly,-0.2626027013932196
Nuwara Eliya,asthma_deaths,tc_loss_ha,-0.22643813662986767
Nuwara Eliya,asthma_deaths,no2_ug_m3,-0.13990788773758042
Nuwara Eliya,asthma_deaths,pm2.5_ug_m3,-0.10782980026535323
Nuwara Eliya,asthma_deaths,vim_anomaly,-0.0819215673305222
Nuwara Eliya,asthma_deaths,vim,-0.07007520056548089
Nuwara Eliya,asthma_deaths,so2_ug_m3,-0.06989513454447308
Nuwara Eliya,asthma_deaths,frp_total,0.1681364247044811
Nuwara Eliya,bronchitis_deaths,frp_total,-0.124467708883135
Nuwara Eliya,bronchitis_deaths,vim_anomaly,-0.11483533044602538
Nuwara Eliya,bronchitis_deaths,pm2.5_ug_m3,-0.1013012625375503
Nuwara Eliya,bronchitis_deaths,vim,-0.09470374910682612
Nuwara Eliya,bronchitis_deaths,no2_ug_m3,-0.07872758788290633
Nuwara Eliya,bronchitis_deaths,so2_ug_m3,-0.005204854440358469
Nuwara Eliya,bronchitis_deaths,carbon_gross_emissions_yearly,0.3017909445772148
Nuwara Eliya,bronchitis_deaths,tc_loss_ha,0.3262416234123032
Nuwara Eliya,asthma_cfr,tc_loss_ha,-0.1585082026907463
Nuwara Eliya,asthma_cfr,carbon_gross_emissions_yearly,-0.12950105063414016
Nuwara Eliya,asthma_cfr,frp_total,-0.11782410602488294
Nuwara Eliya,asthma_cfr,so2_ug_m3,-0.002222884670548501
Nuwara Eliya,asthma_cfr,vim,0.07166321795271352
Nuwara Eliya,asthma_cfr,no2_ug_m3,0.07904872137865177
Nuwara Eliya,asthma_cfr,vim_anomaly,0.08829339759053623
Nuwara Eliya,asthma_cfr,pm2.5_ug_m3,0.18286355117727576
Nuwara Eliya,bronchitis_cfr,tc_loss_ha,-0.2780219064618699
Nuwara Eliya,bronchitis_cfr,carbon_gross_emissions_yearly,-0.24594713541586483
Nuwara Eliya,bronchitis_cfr,no2_ug_m3,-0.07351098934100422
Nuwara Eliya,bronchitis_cfr,vim_anomaly,-0.008853712654773143
Nuwara Eliya,bronchitis_cfr,vim,-0.005200734017866487
Nuwara Eliya,bronchitis_cfr,so2_ug_m3,0.002560719772211749
Nuwara Eliya,bronchitis_cfr,frp_total,0.09310492388350251
Nuwara Eliya,bronchitis_cfr,pm2.5_ug_m3,0.20337815135510373
