year,January,February,March,April,May,June,July,August,September,October,November,December
2014,1.83,169.37,33.34,3.68,0.0,2.56,16.3,45.79,43.69,0.0,0.0,0.0
2015,11.64,12.83,5.61,0.0,2.28,0.0,15.54,43.65,0.0,0.0,0.0,8.01
2016,3.02,140.3,142.78,4.82,0.0,0.0,17.05,225.08,148.09,265.29,1.23,13.49
2017,67.52,86.95,0.0,0.77,0.0,0.0,10.24,4.62,7.85,2.21,0.0,0.0
2018,23.51,24.86,0.0,0.0,0.0,0.0,15.91,12.76,22.14,0.0,0.0,0.0
2019,31.51,50.77,331.19,5.4,0.0,29.17,171.46,2.42,33.7,0.0,0.0,0.0
2020,77.94,80.02,156.08,115.04,0.0,4.06,0.0,0.0,5.58,8.03,0.0,0.0
2021,3.14,37.54,14.16,11.7,0.0,5.51,5.41,0.0,72.17,17.1,6.59,4.77
2022,38.84,80.36,29.63,0.0,0.59,10.11,32.55,0.0,29.86,0.0,7.9,0.0
2023,3.99,18.94,11.06,1.99,11.33,13.76,193.19,186.96,4.43,1.95,0.0,0.62
2024,0.0,65.05,310.16,0.25,0.0,0.0,6.84,46.16,73.85,1.67,0.0,0.0
