month,pm2.5_ug_m3,frp_total,vim,asthma_live_discharges,bronchitis_live_discharges,no2_ug_m3
January,12.292892798727273,14.02909090909091,0.79925,10128.727272727272,1291.090909090909,18.613475355454543
February,13.258826843636363,39.45727272727273,0.7808636363636363,10128.727272727272,1291.090909090909,17.465000983636365
March,15.710999501818181,42.446363636363635,0.7602045454545454,10128.727272727272,1291.090909090909,17.116428213636365
April,14.402322002272728,4.884545454545454,0.7760075757272727,10128.727272727272,1291.090909090909,16.325143534545454
May,16.172879918181817,2.2854545454545456,0.7788560605454545,10128.727272727272,1291.090909090909,10.82287461281818
June,16.317628494545456,15.338181818181818,0.7748636363636364,10128.727272727272,1291.090909090909,7.928962365272727
July,17.493514016363637,65.00636363636363,0.753871212090909,10128.727272727272,1291.090909090909,7.689103581545454
August,15.287137882727272,177.9209090909091,0.7335,10128.727272727272,1291.090909090909,8.200541499454546
September,12.756106766181817,123.61454545454545,0.7386136363636364,10128.727272727272,1291.090909090909,9.557757689454546
October,11.660993499545453,46.42818181818182,0.7530454546363636,10128.727272727272,1291.090909090909,14.354568837272728
November,13.433594522454547,0.9945454545454545,0.7755378788181818,10128.727272727272,1291.090909090909,18.208110104545455
December,11.503372038454545,2.2836363636363637,0.8006363636363637,10128.727272727272,1291.090909090909,18.93979234090909
